,Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year,Track_Length,Track_Word_Length,Track_Transformed,Track_Language
770,that’s rock ‘n’ roll,Shaun Cassidy,2:34,4,0.586,0.855,4,-8.904,1,0.0414,0.32,0.0605,0.113,0.963,128.512,32,1977,20,4, rock ‘n’ roll,ENGLISH
771,you made me believe in magic,Bay City Rollers,2:41,4,0.608,0.876,0,-5.82,0,0.0694,0.237,0.0,0.207,0.865,126.465,28,1977,28,6,you made  believe  magic,ENGLISH
772,swayin’ to the music (slow dancing),Johnny Rivers,4:08,4,0.6,0.537,7,-9.639,1,0.0278,0.169,8.34e-05,0.111,0.4,175.924,28,1977,35,6,swayin’   music slow dancing,ENGLISH
773,hot line,The Sylvers,3:01,4,0.845,0.911,2,-8.656,1,0.0528,0.31,0.0,0.0825,0.965,132.827,26,1977,8,2,hot line,ENGLISH
774,heaven on the 7th floor,Paul Nicholas,2:50,4,0.76,0.87,5,-6.334,0,0.122,0.392,0.0,0.234,0.928,126.196,19,1977,23,5,heaven   7th floor,ENGLISH
775,don’t give up on us,David Soul,3:32,4,0.438,0.395,9,-11.627,1,0.0253,0.382,0.00681,0.109,0.223,105.996,11,1977,19,5, give up  ,ENGLISH
776,don’t it make my brown eyes blue,Crystal Gayle,2:38,4,0.587,0.237,6,-16.541,1,0.0407,0.499,1.31e-06,0.614,0.368,85.383,7,1977,32,7,  make  brown eyes blue,ENGLISH
777,couldn’t get it right,Climax Blues Band,6:11,4,0.655,0.937,9,-6.355,1,0.0415,0.213,0.00337,0.218,0.845,104.209,5,1977,21,4,couldn’t get  right,ENGLISH
778,ain’t gonna bump no more (with no big fat woman),Joe Tex,3:15,4,0.742,0.745,2,-8.68,1,0.0633,0.0176,0.00202,0.321,0.896,113.194,0,1977,48,10,  bump no more  no big fat woman,ENGLISH
779,i’ve got love on my mind,Natalie Cole,3:54,3,0.494,0.44,1,-11.18,1,0.0425,0.0133,0.0,0.113,0.124,205.845,0,1977,24,6, got love   mind,ENGLISH
780,tonight’s the night (gonna be alright),Rod Stewart,3:33,3,0.567,0.606,11,-10.71,1,0.0421,0.104,0.0176,0.582,0.645,135.22,0,1977,38,6,tonight’s  night   alright,ENGLISH
781,just the way you are,Billy Joel,3:40,4,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,84,1978,20,5,just  way you are,ENGLISH
782,flash light,Parliament,3:57,4,0.639,0.628,6,-7.578,0,0.0398,0.0381,0.0,0.386,0.43,90.482,84,1978,11,2,flash light,ENGLISH
784,you belong to me,Carly Simon,3:51,4,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,81,1978,16,4,you belong  ,ENGLISH
785,dust in the wind,Kansas,3:26,4,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,81,1978,16,4,dust   wind,ENGLISH
786,shame,Evelyn “Champagne” King,3:39,4,0.377,0.651,4,-5.437,0,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,80,1978,5,1,shame,ENGLISH
787,stayin’ alive,Bee Gees,4:45,4,0.703,0.827,10,-7.179,0,0.0343,0.032,0.00636,0.179,0.944,103.564,77,1978,13,2,stayin’ alive,ENGLISH
788,beast of burden,The Rolling Stones,4:25,4,0.784,0.879,1,-3.862,0,0.0308,0.39,0.000848,0.0426,0.893,100.622,77,1978,15,3,beast  burden,ENGLISH
789,take a chance on me,ABBA,4:03,4,0.684,0.675,11,-8.123,1,0.0257,0.163,0.0,0.242,0.924,107.064,76,1978,19,5,take  chance  ,ENGLISH
790,night fever,Bee Gees,3:32,4,0.733,0.795,1,-7.224,0,0.0249,0.0263,0.000952,0.083,0.892,109.121,75,1978,11,2,night fever,ENGLISH
791,last dance,Donna Summer,4:33,4,0.464,0.654,7,-9.058,0,0.0608,0.0276,1.34e-06,0.328,0.53,169.512,75,1978,10,2,last dance,ENGLISH
792,right down the line,Gerry Rafferty,4:27,4,0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,74,1978,19,4,right down  line,ENGLISH
793,count on me,Jefferson Starship,3:17,4,0.589,0.389,0,-5.972,1,0.028,0.851,0.0,0.0772,0.501,89.1,74,1978,11,3,count  ,ENGLISH
794,disco inferno,The Trammps,3:34,4,0.925,0.659,3,-4.763,1,0.231,0.206,7.95e-05,0.279,0.709,97.018,74,1978,13,2,disco inferno,SPANISH
795,hopelessly devoted to you,Olivia Newton-John,3:05,3,0.59,0.338,11,-13.101,0,0.03,0.292,0.0131,0.121,0.322,110.581,72,1978,25,4,hopelessly devoted  you,ENGLISH
796,you and i,Rick James,2:32,4,0.469,0.909,10,-6.726,0,0.0389,0.135,0.000164,0.453,0.333,90.222,71,1978,9,3,you  ,ENGLISH
797,copacabana,Barry Manilow,3:56,4,0.606,0.899,7,-6.412,0,0.0758,0.333,0.000102,0.0754,0.66,116.735,68,1978,10,1,copacabana,SPANISH
798,baker street,Gerry Rafferty,6:05,4,0.497,0.349,7,-14.0,1,0.0297,0.0929,0.028,0.259,0.421,113.762,68,1978,12,2,baker street,ENGLISH
799,emotion,Samantha Sang,3:17,4,0.585,0.641,6,-4.269,0,0.133,0.0286,0.0,0.316,0.266,88.284,68,1978,7,1,emotion,ENGLISH
800,runaround sue,Leif Garrett,2:51,4,0.364,0.607,2,-9.791,1,0.125,0.451,0.0,0.251,0.598,79.987,67,1978,13,2,runaround sue,ENGLISH
801,reminiscing,Little River Band,4:17,4,0.35,0.443,7,-11.01,1,0.0369,0.762,0.00192,0.0994,0.345,189.125,67,1978,11,1,reminiscing,ENGLISH
802,love is in the air,John Paul Young,3:28,4,0.617,0.568,0,-14.255,1,0.0335,0.0429,0.000254,0.0422,0.949,122.562,66,1978,18,5,love    air,ENGLISH
803,miss you,The Rolling Stones,2:07,4,0.702,0.923,1,-5.077,0,0.295,0.21,0.0,0.06,0.687,128.021,66,1978,8,2,miss you,ENGLISH
804,if i can’t have you,Yvonne Elliman,3:10,4,0.69,0.809,2,-4.198,1,0.0603,0.524,0.0,0.147,0.864,123.912,66,1978,19,5,   have you,ENGLISH
805,how much i feel,Ambrosia,4:43,4,0.667,0.513,4,-7.96,1,0.026,0.305,0.0,0.0851,0.518,95.306,65,1978,15,4, much  feel,ENGLISH
806,still the same,Bob Seger & The Silver Bullet Band,3:23,4,0.709,0.767,0,-6.732,1,0.0283,0.405,0.000172,0.0592,0.557,115.64,65,1978,14,3,still  same,ENGLISH
807,running on empty,Jackson Browne,4:51,4,0.541,0.711,9,-13.492,1,0.0383,0.0635,0.0201,0.719,0.588,136.58,65,1978,16,3,running  empty,ENGLISH
808,goodbye girl,David Gates,2:48,4,0.467,0.255,8,-15.963,0,0.0372,0.605,0.00031,0.273,0.243,120.174,64,1978,12,2,goodbye girl,ENGLISH
809,here you come again,Dolly Parton,2:59,4,0.585,0.511,1,-9.37,1,0.0391,0.647,0.007,0.0392,0.552,105.898,64,1978,19,4,here you come again,ENGLISH
810,hot blooded,Foreigner,4:28,4,0.705,0.806,0,-4.83,1,0.0814,0.229,0.0,0.0676,0.763,117.945,64,1978,11,2,hot blooded,ENGLISH
811,grease,Frankie Valli,3:27,4,0.82,0.464,11,-8.45,1,0.0481,0.156,0.0,0.101,0.872,109.374,64,1978,6,1,grease,ENGLISH
812,bluer than blue,Michael Johnson,2:59,4,0.356,0.251,8,-14.24,1,0.0307,0.599,0.0,0.157,0.395,137.875,64,1978,15,3,bluer than blue,FRENCH
813,come sail away,Styx,6:07,4,0.324,0.335,0,-15.595,1,0.0355,0.099,1.08e-06,0.0995,0.141,119.513,64,1978,14,3,come sail away,ENGLISH
814,who are you,the Who,6:21,4,0.651,0.648,9,-11.409,1,0.0501,0.262,0.0042,0.0655,0.49,156.372,64,1978,11,3,who are you,ENGLISH
815,you needed me,Anne Murray,3:40,4,0.497,0.296,9,-10.756,1,0.0302,0.431,0.0,0.106,0.171,62.204,63,1978,13,3,you needed ,ENGLISH
816,sometimes when we touch,Dan Hill,4:12,4,0.591,0.345,2,-11.007,1,0.0391,0.691,1.87e-06,0.0851,0.264,119.333,63,1978,23,4,sometimes   touch,ENGLISH
817,sweet talkin’ woman,Electric Light Orchestra,3:49,4,0.609,0.611,0,-9.208,1,0.0298,0.513,0.0,0.093,0.916,121.836,63,1978,19,3,sweet talkin’ woman,ENGLISH
818,get off,Foxy,3:35,4,0.78,0.407,5,-8.026,1,0.0473,0.0151,0.0,0.156,0.0558,121.937,63,1978,7,2,get off,ENGLISH
819,dance with me,Peter Brown,3:51,4,0.912,0.511,9,-6.365,1,0.203,0.0259,0.0,0.0442,0.611,101.628,63,1978,13,3,dance  ,ENGLISH
820,jack and jill,Raydio,1:39,4,0.519,0.0265,7,-26.128,1,0.0554,0.992,0.94,0.0986,0.523,98.47,63,1978,13,3,jack  jill,ENGLISH
821,hollywood nights,Bob Seger & The Silver Bullet Band,5:02,4,0.529,0.968,9,-5.198,1,0.0503,0.00506,0.00034,0.201,0.751,150.326,62,1978,16,2,hollywood nights,ENGLISH
822,blue bayou,Linda Ronstadt,3:59,4,0.732,0.161,11,-12.817,1,0.0306,0.739,0.000379,0.105,0.5,95.21,62,1978,10,2,blue bayou,ENGLISH
823,it’s so easy,Linda Ronstadt,3:22,4,0.388,0.989,8,-6.181,1,0.162,0.0206,1.16e-05,0.126,0.199,150.77,62,1978,12,3, so easy,ENGLISH
824,peg,Steely Dan,3:57,4,0.778,0.441,7,-15.259,1,0.0314,0.22,0.000652,0.171,0.944,116.918,62,1978,3,1,peg,GERMAN
825,turn to stone,Electric Light Orchestra,3:49,4,0.548,0.72,1,-9.777,0,0.0409,0.0686,0.000232,0.107,0.458,140.966,61,1978,13,3,turn  stone,ENGLISH
826,lay down sally,Eric Clapton,3:56,4,0.69,0.5,4,-16.145,0,0.0909,0.598,0.0288,0.11,0.586,191.539,61,1978,14,3,lay down sally,ENGLISH
827,on broadway,George Benson,4:56,4,0.449,0.42,8,-9.624,1,0.356,0.631,0.0,0.0805,0.41,176.989,61,1978,11,2, broadway,ENGLISH
828,summer nights,John Travolta & Olivia Newton-John,3:56,4,0.835,0.609,9,-5.636,1,0.0336,0.0201,1.28e-06,0.107,0.781,130.154,61,1978,13,2,summer nights,ENGLISH
829,baby come back,Player,3:34,4,0.645,0.604,5,-9.904,0,0.118,0.0713,0.0,0.129,0.545,156.436,60,1978,14,3,baby come back,ENGLISH
830,shadow dancing,Andy Gibb,3:24,4,0.457,0.292,4,-12.165,0,0.0313,0.824,0.61,0.0924,0.139,53.986,59,1978,14,2,shadow dancing,ENGLISH
831,two out of three ain’t bad,Meat Loaf,5:24,4,0.586,0.48,9,-9.138,1,0.0243,0.385,0.0,0.0947,0.488,79.873,59,1978,26,6,two out  three  bad,ENGLISH
832,i go crazy,Paul Davis,3:27,4,0.474,0.537,2,-6.77,1,0.0649,0.0758,0.0,0.316,0.335,90.103,58,1978,10,3, go crazy,ENGLISH
833,got to get you into my life,"Earth, Wind & Fire",2:29,4,0.521,0.524,0,-6.136,1,0.0302,0.42,9.27e-06,0.0838,0.711,136.679,57,1978,27,7,got  get you into  life,ENGLISH
834,three times a lady,Commodores,3:37,3,0.39,0.0803,8,-20.518,1,0.0306,0.874,0.000639,0.127,0.184,150.503,55,1978,18,4,three times  lady,ENGLISH
836,baby hold on,Eddie Money,3:33,4,0.637,0.598,2,-13.664,1,0.0535,0.317,0.0,0.0622,0.806,120.253,55,1978,12,3,baby hold ,ENGLISH
837,kiss you all over,Exile,3:34,4,0.741,0.267,0,-17.204,1,0.0285,0.253,0.000447,0.0987,0.497,102.428,55,1978,17,4,kiss you all over,ENGLISH
838,double vision,Foreigner,3:44,4,0.682,0.711,9,-7.637,0,0.0325,0.179,9.53e-05,0.126,0.766,129.546,55,1978,13,2,double vision,FRENCH
839,our love,Natalie Cole,2:05,4,0.271,0.931,1,-6.81,0,0.0785,0.00099,0.0,0.182,0.382,142.407,55,1978,8,2,our love,ENGLISH
840,love will find a way,Pablo Cruise,4:11,4,0.78,0.491,7,-13.934,1,0.0351,0.00719,1.8e-05,0.0677,0.843,124.238,55,1978,20,5,love  find  way,ENGLISH
841,slip slidin’ away,Paul Simon,4:45,4,0.641,0.409,8,-12.452,1,0.0348,0.743,2.58e-06,0.118,0.315,121.165,55,1978,17,3,slip slidin’ away,ENGLISH
842,use ta be my girl,The O’Jays,3:18,4,0.65,0.614,1,-7.367,1,0.0522,0.528,0.0,0.167,0.872,111.477,55,1978,17,5,use ta   girl,ENGLISH
843,an everlasting love,Andy Gibb,4:10,4,0.665,0.686,9,-6.542,1,0.0384,0.299,0.0,0.145,0.919,125.357,54,1978,19,3, everlasting love,ENGLISH
844,the closer i get to you,Roberta Flack & Donny Hathaway,4:40,4,0.49,0.321,9,-13.283,1,0.0302,0.711,2.15e-06,0.0372,0.229,121.377,54,1978,23,6, closer  get  you,ENGLISH
845,boogie oogie oogie,A Taste of Honey,4:05,4,0.797,0.548,2,-9.228,0,0.0492,0.0401,1.05e-05,0.0994,0.868,123.686,53,1978,18,3,boogie oogie oogie,GERMAN
846,feels so good,Chuck Mangione,9:42,4,0.576,0.603,5,-9.603,1,0.0329,0.455,0.0537,0.0406,0.524,103.658,51,1978,13,3,feels so good,ENGLISH
847,the groove line,Heatwave,4:24,4,0.745,0.734,11,-9.835,0,0.03,0.0801,0.00471,0.299,0.777,119.634,51,1978,15,3, groove line,ENGLISH
848,whenever i call you “friend”,Kenny Loggins & Stevie Nicks,3:57,4,0.461,0.551,0,-13.095,1,0.0345,0.114,0.0,0.11,0.689,129.716,51,1978,28,5,whenever  call you “friend”,ENGLISH
849,(love is) thicker than water,Andy Gibb,4:15,4,0.582,0.462,6,-9.882,0,0.0254,0.137,4.98e-05,0.0755,0.528,96.361,50,1978,28,5,love  thicker than water,ENGLISH
850,macarthur park,Donna Summer,3:55,4,0.579,0.667,4,-12.361,0,0.0401,0.0829,0.000616,0.0547,0.449,131.023,50,1978,14,2,macarthur park,ENGLISH
851,with a little luck,Paul McCartney & Wings,5:44,4,0.652,0.372,6,-15.445,0,0.0321,0.0682,0.000199,0.0923,0.28,111.986,50,1978,18,4,  little luck,ENGLISH
852,thunder island,Jay Ferguson,4:00,4,0.497,0.718,0,-7.744,1,0.0275,0.00113,0.0606,0.544,0.792,127.79,49,1978,14,2,thunder island,GERMAN
853,magnet and steel,Walter Egan,3:24,3,0.719,0.395,1,-9.581,0,0.0335,0.349,5.07e-05,0.0716,0.718,113.036,49,1978,16,3,magnet  steel,ENGLISH
854,i love the nightlife,Alicia Bridges,3:07,4,0.693,0.708,0,-7.816,1,0.031,0.309,0.00305,0.0857,0.949,125.315,48,1978,20,4, love  nightlife,ENGLISH
855,ebony eyes,Bob Welch,3:32,4,0.698,0.676,11,-11.717,1,0.0277,0.0101,2.57e-05,0.112,0.961,116.486,48,1978,10,2,ebony eyes,ENGLISH
856,fool (if you think it’s over),Chris Rea,4:44,4,0.722,0.412,4,-14.3,0,0.0267,0.312,2.5e-05,0.0448,0.91,105.927,48,1978,29,6,fool  you think  over,ENGLISH
857,serpentine fire,"Earth, Wind & Fire",3:50,4,0.773,0.917,0,-7.333,1,0.037,0.184,0.00463,0.116,0.946,139.872,48,1978,15,2,serpentine fire,FRENCH
858,hot child in the city,Nick Gilder,3:35,4,0.731,0.664,4,-6.995,1,0.0371,0.0349,7.59e-05,0.127,0.818,110.775,48,1978,21,5,hot child   city,ENGLISH
859,short people,Randy Newman,2:56,4,0.68,0.617,2,-5.849,1,0.0378,0.731,0.0674,0.12,0.54,121.356,47,1978,12,2,short people,ENGLISH
860,imaginary lover,Atlanta Rhythm Section,5:07,4,0.598,0.374,9,-14.085,0,0.0259,0.383,0.548,0.128,0.413,109.499,43,1978,15,2,imaginary lover,ENGLISH
861,(every time i turn around) back in love again,L.T.D.,4:40,4,0.824,0.636,8,-11.856,1,0.109,0.0842,0.000381,0.47,0.914,109.337,42,1978,45,9,every time  turn around back  love again,ENGLISH
862,love is like oxygen,Sweet,3:47,4,0.567,0.455,9,-9.896,0,0.0479,0.242,2.79e-06,0.118,0.58,123.416,42,1978,19,4,love  like oxygen,ENGLISH
863,"dance, dance, dance (yowsah, yowsah, yowsah)",Chic,8:21,4,0.85,0.665,10,-9.404,0,0.0887,0.00964,0.486,0.0886,0.718,123.166,41,1978,44,6,"dance, dance, dance yowsah, yowsah, yowsah",GERMAN
864,"too much, too little, too late",Johnny Mathis & Deniece Williams,2:56,4,0.501,0.573,8,-9.078,1,0.0673,0.464,6.37e-06,0.0937,0.753,77.805,37,1978,30,6,"too much, too little, too late",ENGLISH
865,what’s your name,Lynyrd Skynyrd,1:27,4,0.889,0.45,11,-6.852,0,0.0357,0.334,0.0,0.349,0.783,112.023,36,1978,16,3,  name,ENGLISH
866,don’t look back,Boston,2:39,4,0.832,0.43,0,-6.163,1,0.0717,0.00145,0.0,0.16,0.205,139.952,35,1978,15,3, look back,ENGLISH
868,you can’t turn me off (in the middle of turning me on),High Inergy,3:32,4,0.381,0.362,0,-10.321,0,0.0501,0.695,0.0,0.0863,0.595,183.438,29,1978,54,12,you  turn  off   middle  turning  ,ENGLISH
869,life’s been good,Joe Walsh,3:24,4,0.887,0.474,0,-6.667,1,0.0458,0.674,0.0,0.105,0.907,95.992,29,1978,16,3,life’s been good,ENGLISH
870,hey deanie,Shaun Cassidy,3:39,4,0.624,0.769,5,-10.718,1,0.028,0.182,4.37e-06,0.331,0.96,130.184,26,1978,10,2,hey deanie,ENGLISH
871,my angel baby,Toby Beau,3:27,5,0.228,0.116,9,-23.56,0,0.0435,0.965,0.944,0.152,0.0385,82.294,26,1978,13,3, angel baby,ENGLISH
872,you never done it like that,Captain & Tennille,3:21,4,0.622,0.777,0,-6.139,1,0.0677,0.555,0.0,0.288,0.744,88.51,24,1978,27,6,you never done  like ,ENGLISH
873,you’re in my heart (the final acclaim),Rod Stewart,4:31,4,0.556,0.277,9,-13.26,1,0.0319,0.663,0.0,0.109,0.345,103.619,23,1978,38,7,   heart  final acclaim,ENGLISH
874,can’t smile without you,Barry Manilow,3:06,4,0.443,0.449,4,-9.854,0,0.0417,0.499,0.0,0.076,0.395,103.889,17,1978,23,4, smile without you,ENGLISH
875,it’s a heartache,Bonnie Tyler,3:25,4,0.515,0.535,9,-11.168,1,0.0264,0.301,0.0,0.209,0.819,172.396,13,1978,16,3,  heartache,ENGLISH
877,you’re the one that i want,John Travolta & Olivia Newton-John,4:04,4,0.284,0.903,5,-4.845,0,0.0876,0.00655,1.3e-05,0.178,0.145,131.28,7,1978,26,6,  one   want,ENGLISH
878,we’ll never have to say goodbye again,England Dan & John Ford Coley,2:52,4,0.516,0.344,4,-14.353,1,0.0296,0.0428,0.0,0.0634,0.605,112.224,2,1978,37,7, never have  say goodbye again,ENGLISH
879,sentimental lady,Bob Welch,4:35,4,0.539,0.396,4,-16.386,1,0.0378,0.777,0.000118,0.146,0.621,75.315,0,1978,16,2,sentimental lady,ENGLISH
880,this time i’m in it for love,Player,1:56,4,0.965,0.427,8,-19.72,1,0.105,0.883,0.905,0.105,0.966,139.996,0,1978,28,7, time     love,ENGLISH
881,stumblin’ in,Suzi Quatro & Chris Norman,3:33,4,0.875,0.518,2,-8.388,1,0.0551,0.0638,0.00995,0.125,0.37,126.089,90,1979,12,2,stumblin’ ,ENGLISH
882,hold the line,Toto,3:55,4,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,85,1979,13,3,hold  line,ENGLISH
883,september,"Earth, Wind & Fire",3:36,4,0.674,0.832,9,-7.892,1,0.0308,0.146,5.06e-06,0.138,0.981,125.996,84,1979,9,1,september,ENGLISH
884,my life,Billy Joel,2:15,4,0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088,83,1979,7,2, life,ENGLISH
885,i was made for lovin’ you,Kiss,4:31,4,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,82,1979,25,6, was made  lovin’ you,ENGLISH
886,rise,Herb Alpert,2:41,3,0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,81,1979,4,1,rise,FRENCH
887,gold,John Stewart,3:27,4,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,80,1979,4,1,gold,ENGLISH
888,le freak,Chic,4:15,4,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.299,78,1979,8,2,le freak,ENGLISH
889,boogie wonderland,"Earth, Wind & Fire & The Emotions",4:48,4,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,77,1979,17,2,boogie wonderland,GERMAN
890,lady,Little River Band,3:03,4,0.539,0.16,3,-13.285,1,0.0329,0.881,0.000268,0.105,0.322,81.446,76,1979,4,1,lady,ENGLISH
891,still,Commodores,4:06,4,0.946,0.646,5,-6.604,1,0.21,0.219,0.0,0.0643,0.961,127.978,75,1979,5,1,still,ENGLISH
892,don’t stop ‘til you get enough,Michael Jackson,6:05,4,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,75,1979,30,6, stop ‘til you get enough,ENGLISH
893,renegade,Styx,3:15,4,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,75,1979,8,1,renegade,SPANISH
894,what you won’t do for love,Bobby Caldwell,4:46,4,0.642,0.396,6,-16.843,1,0.0642,0.462,0.000823,0.106,0.797,84.082,74,1979,26,6, you  do  love,ENGLISH
895,good times,Chic,2:49,4,0.66,0.706,5,-5.219,1,0.0291,0.092,0.0,0.129,0.453,114.991,74,1979,10,2,good times,ENGLISH
896,heaven knows,Donna Summer and Brooklyn Dreams,3:35,4,0.609,0.759,6,-4.862,1,0.0276,0.028,0.0,0.183,0.774,114.045,74,1979,12,2,heaven knows,ENGLISH
897,please don’t go,KC & the Sunshine Band,3:01,4,0.683,0.554,6,-7.487,0,0.05,0.379,0.00011,0.0845,0.452,85.455,74,1979,15,3,please  go,ENGLISH
898,the gambler,Kenny Rogers,3:34,4,0.668,0.501,4,-13.119,1,0.0629,0.342,0.0,0.194,0.858,87.086,74,1979,11,2, gambler,ENGLISH
899,lotta love,Nicolette Larson,5:33,4,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,74,1979,10,2,lotta love,ENGLISH
900,what a fool believes,The Doobie Brothers,3:43,4,0.758,0.378,8,-15.308,0,0.0449,0.284,0.0,0.049,0.985,120.736,74,1979,20,4,  fool believes,ENGLISH
901,bad girls,Donna Summer,3:47,4,0.639,0.912,1,-2.621,1,0.0615,0.00107,0.0,0.097,0.343,143.448,72,1979,9,2,bad girls,ENGLISH
902,born to be alive,Patrick Hernandez,3:08,4,0.704,0.868,2,-5.808,1,0.0315,0.0834,0.0,0.206,0.808,131.468,72,1979,16,4,born   alive,ENGLISH
903,fire,The Pointer Sisters,3:47,4,0.638,0.831,8,-5.039,1,0.049,0.142,0.0,0.113,0.649,124.071,72,1979,4,1,fire,ENGLISH
904,take me home,Cher,2:54,4,0.592,0.891,10,-3.144,1,0.0512,0.0267,0.0,0.352,0.674,99.983,71,1979,12,3,take  home,ENGLISH
905,shake it,Ian Matthews,3:39,4,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,71,1979,8,2,shake ,ENGLISH
906,da ya think i’m sexy?,Rod Stewart,5:31,4,0.715,0.689,2,-8.065,0,0.029,0.0143,0.000192,0.111,0.852,111.504,71,1979,21,5,da ya think  sexy?,ENGLISH
907,the logical song,Supertramp,4:11,4,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,71,1979,16,3, logical song,ENGLISH
908,my sharona,The Knack,4:55,4,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,71,1979,10,2, sharona,ENGLISH
909,we are family,Sister Sledge,3:36,4,0.784,0.893,7,-5.153,0,0.0923,0.3,1.57e-05,0.272,0.819,118.738,70,1979,13,3, are family,ENGLISH
910,too much heaven,Bee Gees,4:56,4,0.496,0.44,6,-13.212,1,0.0466,0.44,9.07e-05,0.725,0.353,165.917,68,1979,15,3,too much heaven,ENGLISH
911,the devil went down to georgia,The Charlie Daniels Band,3:34,4,0.523,0.626,0,-9.425,1,0.0523,0.155,0.0,0.0869,0.917,134.127,68,1979,30,6, devil went down  georgia,ENGLISH
912,tragedy,Bee Gees,5:03,4,0.665,0.532,11,-10.792,0,0.0278,0.0871,0.00993,0.296,0.825,117.954,67,1979,7,1,tragedy,ENGLISH
913,sultans of swing,Dire Straits,5:48,4,0.725,0.801,5,-10.059,1,0.0302,0.0722,0.0339,0.339,0.925,148.211,67,1979,16,3,sultans  swing,ENGLISH
914,after the love has gone,"Earth, Wind & Fire",4:38,4,0.424,0.443,6,-13.45,1,0.0382,0.532,0.000389,0.673,0.391,131.675,67,1979,23,5,after  love has gone,ENGLISH
915,i want you to want me,Cheap Trick,3:11,4,0.806,0.462,2,-12.778,1,0.0298,0.774,0.0122,0.15,0.738,92.726,66,1979,21,6, want you  want ,ENGLISH
916,got to be real,Cheryl Lynn,5:07,4,0.836,0.626,9,-10.143,0,0.0335,0.0943,0.742,0.153,0.898,114.657,66,1979,14,4,got   real,ENGLISH
917,hot stuff,Donna Summer,5:14,4,0.823,0.744,0,-13.98,1,0.0316,0.0055,0.033,0.0707,0.966,120.471,66,1979,9,2,hot stuff,ENGLISH
918,i will survive,Gloria Gaynor,3:18,4,0.777,0.725,0,-8.681,1,0.05,0.0131,0.00805,0.246,0.529,116.669,66,1979,14,3,  survive,ENGLISH
919,sharing the night together,Dr. Hook & The Medicine Show,2:54,4,0.619,0.686,1,-9.014,0,0.0615,0.644,0.0,0.0996,0.757,76.923,65,1979,26,4,sharing  night together,ENGLISH
920,promises,Eric Clapton,10:46,4,0.362,0.421,10,-11.699,1,0.0372,0.281,6.2e-05,0.0943,0.233,114.669,65,1979,8,1,promises,FRENCH
921,ooo baby baby,Linda Ronstadt,2:44,3,0.185,0.344,7,-9.378,1,0.0295,0.81,0.0,0.166,0.424,178.635,64,1979,13,3,ooo baby baby,ENGLISH
922,heart of glass,Blondie,3:49,4,0.77,0.654,4,-6.107,1,0.0361,0.0548,0.000498,0.0819,0.686,114.82,63,1979,14,3,heart  glass,ENGLISH
923,you decorated my life,Kenny Rogers,3:38,4,0.264,0.307,7,-12.36,1,0.0341,0.662,0.0,0.101,0.153,172.546,63,1979,21,4,you decorated  life,ENGLISH
924,just when i needed you most,Randy VanWarmer,4:01,4,0.583,0.313,9,-14.36,1,0.0256,0.617,0.0,0.121,0.346,96.717,63,1979,27,6,just   needed you most,ENGLISH
925,y.m.c.a.,Village People,4:46,4,0.75,0.785,6,-10.926,1,0.0591,0.0278,0.0,0.0601,0.752,126.361,63,1979,8,1,y.m.c..,ENGLISH
926,heartache tonight,Eagles,4:25,4,0.81,0.511,0,-6.454,1,0.0409,0.0778,0.000226,0.0714,0.858,113.153,62,1979,17,2,heartache tonight,ENGLISH
927,she believes in me,Kenny Rogers,4:18,4,0.32,0.412,10,-12.472,1,0.0311,0.484,5.02e-06,0.346,0.316,142.779,62,1979,18,4,she believes  ,ENGLISH
928,ring my bell,Anita Ward,8:11,4,0.781,0.556,5,-13.067,0,0.0611,0.0661,0.0907,0.0339,0.968,125.999,61,1979,12,3,ring  bell,ENGLISH
929,(our love) don’t throw it all away,Andy Gibb,4:10,4,0.349,0.337,5,-13.193,1,0.0528,0.357,6.05e-05,0.643,0.208,143.143,60,1979,34,7,our love  throw  all away,ENGLISH
